entity_cd,entity_name,year,district_cd,district_name,county_cd,county_name,num_teach,teach_oc,teach_inexp,needs_index,pupil_count,expenditures,overall_status,cccr_level,ela,social_studies,science,math,combined_test,grad_rate_6,grad_rate_5,grad_rate_4,grad_rate_combined
310200011580,RICHARD R GREEN HIGH SCHOOL OF TEACHING,2019,31020001,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,31,NEW YORK,33,0.909090909090909,0.181818181818182,1,425,16445,Good Standing,3,159.4,195.8,179.7,97.6,147.4,75.9,76.2,77.7,75
310200011586,HARVEY MILK HIGH SCHOOL,2019,31020001,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,31,NEW YORK,11,0.818181818181818,0.181818181818182,1,67,32341,Good Standing,3,140.2,153.7,179.3,68.3,126.4,22.2,33.4,29.5,48.5
310200011600,HIGH SCHOOL OF FASHION INDUSTRIES (THE),2019,31020001,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,31,NEW YORK,108,0.981481481481482,0.222222222222222,1,1596,12896,Good Standing,4,191.1,215,203.5,117.3,171.9,95,96.4,96.3,98
310200011615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2019,31020001,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,31,NEW YORK,38,1,0.263157894736842,1,453,17385,Good Standing,2,172.8,204.9,202.2,122.3,166.1,80.9,85,83.9,90.2
310200011630,ART AND DESIGN HIGH SCHOOL,2019,31020001,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,31,NEW YORK,99,0.94949494949495,0.323232323232323,1,1490,13206,Good Standing,4,209.7,221.2,211.4,128.7,184.4,88.5,89,88.2,90.4
310200011655,LIFE SCIENCES SECONDARY SCHOOL,2019,31020001,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,31,NEW YORK,36,0.888888888888889,0.305555555555556,1,426,15559,Good Standing,2,146.2,163.7,167.6,78,130.2,74.8,77.2,76.9,79.8
310300011299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,28,0.928571428571429,0.428571428571429,1,336,15865,Good Standing,3,141.8,190.3,185.7,85.7,138.2,65.9,70.4,72,73.4
310300011307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,31,0.870967741935484,0.483870967741935,1,413,15518,Good Standing,3,161.1,178.9,190,106.8,151.4,76.4,79,81.1,79.5
310300011402,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS (THE),2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,30,0.9,0.566666666666667,1,303,18764,Good Standing,2,135.7,149.3,157.1,74.3,121.5,78.8,77.2,84.7,68.2
310300011404,INNOVATION DIPLOMA PLUS,2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,15,1,0.4,1,172,17603,Good Standing,1,110.2,131.5,133.3,79.6,107.5,23.5,41.5,37.6,63.4
310300011415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS,2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,36,0.833333333333333,0.277777777777778,1,311,27609,Good Standing,3,145.6,182.2,185.6,88.9,139.7,81.8,80.8,84,76.7
310300011417,FRANK MCCOURT HIGH SCHOOL,2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,30,0.933333333333333,0.233333333333333,1,414,11680,Good Standing,2,195.2,204.8,200.5,93,163.4,93.6,96.6,98.8,97.4
310300011485,"FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND PERFORMING ARTS",2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,149,0.953020134228188,0.140939597315436,1,2766,10780,Good Standing,4,245.7,245.5,239.5,206.8,231.3,98.2,98.6,98.8,98.9
310300011494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,38,0.947368421052632,0.394736842105263,1,498,16423,Comprehensive Support and Improvement,2,147.5,182.8,169.7,70.7,130.8,57,69.7,81.1,71.1
310300011505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,39,0.897435897435897,0.205128205128205,1,335,26134,Good Standing,2,85.4,94.4,134.3,60.7,89,10.2,28.8,32.6,43.5
310300011541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,30,0.866666666666667,0.3,1,441,11731,Good Standing,4,236.5,240,236,203.5,225.8,96.5,98.8,100,100
310300011860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,2019,31030001,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,31,NEW YORK,43,0.767441860465116,0.558139534883721,1,360,16991,Good Standing,1,104.3,158,171,68.8,113.3,78.4,78.1,78.4,77.4
310400011435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS,2019,31040001,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,31,NEW YORK,96,0.9375,0.458333333333333,1,1658,11141,Good Standing,4,211.3,231.6,226.9,187.5,209.1,98.2,97.7,97.8,97.1
310400011495,PARK EAST HIGH SCHOOL,2019,31040001,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,31,NEW YORK,34,1,0.264705882352941,1,390,15646,Good Standing,3,202.4,201.9,207.5,130.2,179.4,98.9,96.9,98.2,93.5
310400011555,CENTRAL PARK EAST HIGH SCHOOL,2019,31040001,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,31,NEW YORK,35,0.828571428571429,0.2,1,512,14323,Good Standing,4,216.4,230.1,213.7,169,201.5,96.9,96.2,97.3,94.3
310400011610,YOUNG WOMEN'S LEADERSHIP SCHOOL,2019,31040001,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,31,NEW YORK,32,0.96875,0.1875,1,479,12447,Good Standing,4,209.7,225,206.9,138.9,187.2,100,100,100,100
310400011680,HERITAGE SCHOOL (THE),2019,31040001,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,31,NEW YORK,24,0.875,0.208333333333333,1,318,15071,Good Standing,3,163.2,197.1,179.4,91.9,146.8,80.4,78.8,77.4,78.5
310500011285,HARLEM RENAISSANCE HIGH SCHOOL,2019,31050001,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,31,NEW YORK,18,0.888888888888889,0.166666666666667,1,203,24153,Good Standing,3,61.2,95.7,120.7,48.3,74,13.8,31.4,37.1,43.3
310500011304,MOTT HALL HIGH SCHOOL,2019,31050001,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,31,NEW YORK,19,0.894736842105263,0.578947368421053,1,287,14927,Good Standing,3,148.5,172,163.6,78.8,131.2,65.9,74.7,78,80.2
310500011362,COLUMBIA SECONDARY SCHOOL,2019,31050001,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,31,NEW YORK,51,0.92156862745098,0.215686274509804,1,716,12369,Good Standing,4,229.3,225.8,237.9,198,220.4,98.9,99.6,100,100
310500011369,URBAN ASSEMBLY FOR THE PERFORMING ARTS,2019,31050001,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,31,NEW YORK,30,0.866666666666667,0.433333333333333,1,384,15075,Good Standing,2,145.9,177.9,181.1,83.6,136.5,72,79,76.8,88.1
310500011499,FREDERICK DOUGLASS ACADEMY,2019,31050001,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,31,NEW YORK,86,0.906976744186046,0.127906976744186,1,1280,13673,Good Standing,3,182,201.1,186.5,105.4,159.6,85.3,89.1,92.4,89.7
310500011670,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE,2019,31050001,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,31,NEW YORK,43,0.930232558139535,0.116279069767442,1,556,14512,Good Standing,3,158.7,199.3,182,100.7,149.1,80.2,84.1,89.5,82.7
310500011692,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY,2019,31050001,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,31,NEW YORK,35,0.914285714285714,0.2,1,490,14568,Good Standing,4,247.1,248.6,246.2,238.6,244.2,98.1,99.1,99.1,100
310600011293,CITY COLLEGE ACADEMY OF THE ARTS,2019,31060001,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,31,NEW YORK,46,0.91304347826087,0.282608695652174,1,611,12841,Good Standing,4,221.1,235.2,211.3,166.9,202.4,100,99.6,98.7,100
310600011346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,2019,31060001,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,31,NEW YORK,56,1,0.214285714285714,1,699,13740,Good Standing,3,166.1,202.8,187.8,145,168,80.9,83.7,82.5,87.8
310600011348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,2019,31060001,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,31,NEW YORK,67,1.01492537313433,0.26865671641791,1,869,14648,Good Standing,4,176.7,192.4,191.3,115.1,161.2,75.8,81.7,88,81.4
310600011423,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,2019,31060001,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,31,NEW YORK,20,1,0.25,1,174,26048,Good Standing,3,73,113.5,137.8,62.2,88.3,45.8,55.3,56.1,63.9
310600011462,COLLEGE ACADEMY (THE),2019,31060001,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,31,NEW YORK,44,0.795454545454545,0.477272727272727,1,424,18671,Good Standing,3,87.8,173.8,170.3,84.9,114.7,70.9,70.1,61.7,77.7
310600011463,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS,2019,31060001,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,31,NEW YORK,37,0.702702702702703,0.405405405405405,1,387,18799,Comprehensive Support and Improvement,3,87.3,178,174,86,116.2,62.4,63,60.2,66.4
310600011467,HIGH SCHOOL FOR LAW & PUBLIC SERVICE,2019,31060001,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,31,NEW YORK,47,0.787234042553192,0.234042553191489,1,482,18860,Good Standing,1,126.3,161,162.7,79.8,122.7,66.9,72.7,77.3,73.8
310600011468,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2019,31060001,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,31,NEW YORK,43,0.813953488372093,0.255813953488372,1,405,23273,Good Standing,3,119.9,170.6,169.9,91.9,127.3,75.5,74.1,71.2,75.6
310600011540,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2019,31060001,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,31,NEW YORK,88,0.931818181818182,0.159090909090909,1,1519,12777,Good Standing,3,181.1,201.4,198.6,131.9,170.8,78.7,80.7,79.7,83.8
310600011552,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS,2019,31060001,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,31,NEW YORK,42,0.80952380952381,0.285714285714286,1,508,14337,Good Standing,3,139.6,205.4,186,91.4,141.2,81,81.3,80.8,82
320700011221,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,2019,32070001,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,32,BRONX,57,0.824561403508772,0.43859649122807,1,655,15679,Good Standing,4,139.5,208.7,186.6,102.3,145.3,94.6,95.6,97.4,94.9
320700011379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2019,32070001,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,32,BRONX,23,0.782608695652174,0.347826086956522,1,205,19728,Comprehensive Support and Improvement,1,50.9,90.2,98.2,57.1,67.8,7.1,26.8,28.8,44.6
320700011381,BRONX HAVEN HIGH SCHOOL,2019,32070001,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,32,BRONX,16,0.9375,0.4375,1,151,20703,Good Standing,3,72,79.3,111,46.3,72.9,6.1,24,25.8,40
320700011473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2019,32070001,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,32,BRONX,33,0.909090909090909,0.545454545454545,1,333,17880,Comprehensive Support and Improvement,1,113.9,163.9,128.7,80.3,111.5,48.4,62.7,63.9,75.9
320700011500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2019,32070001,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,32,BRONX,40,0.875,0.2,1,556,13690,Good Standing,4,196.1,211.1,207.8,135.6,180.2,88.6,90.2,91.8,90.1
320700011527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2019,32070001,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,32,BRONX,54,0.777777777777778,0.444444444444444,1,510,18546,Good Standing,3,126.3,170.5,177.7,102.2,134.6,71.6,79,81.5,84
320700011548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,2019,32070001,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,32,BRONX,37,0.918918918918919,0.108108108108108,1,530,17004,Good Standing,2,119.6,166.5,167,75.4,120.6,57.8,70.3,79.2,74
320700011551,URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE),2019,32070001,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,32,BRONX,63,0.920634920634921,0.301587301587302,1,586,17997,Good Standing,3,112,176.7,176.7,84,124.2,83.3,81.8,88.9,73.1
320700011600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,2019,32070001,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,32,BRONX,43,0.86046511627907,0.232558139534884,1,460,20246,Good Standing,4,137.8,196.9,187.2,84.7,137.6,75.6,78.6,84.6,75.7
320700011670,HEALTH OPPORTUNITIES HIGH SCHOOL,2019,32070001,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,32,BRONX,41,0.780487804878049,0.268292682926829,1,513,15037,Good Standing,2,132.6,162.5,165.5,84.5,127.2,60.8,62.6,55.4,71.5
320800010312,MILLENIUM ART ACADEMY,2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,35,0.885714285714286,0.2,1,425,19927,Good Standing,2,139.6,196.2,166.5,69.2,128.4,78.1,77.6,77.4,77.2
320800011269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,59,0.88135593220339,0.305084745762712,1,631,17733,Good Standing,2,138,184.9,186.7,99.4,141.2,74.3,77.6,73.2,85.3
320800011282,WOMEN'S ACADEMY OF EXCELLENCE,2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,24,0.875,0.458333333333333,1,242,18006,Good Standing,3,139.4,168.1,156.4,88.3,129.3,60,68.8,76.6,69.9
320800011293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY,2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,38,0.789473684210526,0.447368421052632,1,478,13337,Good Standing,3,156,209.7,184.7,93.1,147.4,74.3,74,71.9,75.7
320800011367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,56,0.857142857142857,0.232142857142857,1,662,16308,Good Standing,3,133.7,172.9,177.1,103.6,137.7,65.4,71.9,76.6,73.6
320800011377,BRONX COMMUNITY HIGH SCHOOL,2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,16,0.9375,0.125,1,152,22656,Good Standing,1,69.8,90.6,117,52.8,76.9,13.6,36.9,39.2,58
320800011405,HERBERT H LEHMAN HIGH SCHOOL,2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,77,0.727272727272727,0.363636363636364,1,795,20765,Comprehensive Support and Improvement,3,153.2,179.6,176.4,108.2,146.3,57.4,61.6,66.1,61.3
320800011432,BRONX BRIDGES HIGH SCHOOL,2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,35,0.857142857142857,0.771428571428571,1,320,19206,Good Standing,3,91.8,182.3,187.3,96.2,124.5,71.4,68.5,66.7,67.5
320800011452,BRONX GUILD HIGH SCHOOL,2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,56,0.839285714285714,0.285714285714286,1,508,21995,Comprehensive Support and Improvement,3,105.8,127.3,140.8,67.7,103.3,64.8,68.2,65.9,74
320800011530,BANANA KELLY HIGH SCHOOL,2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,36,0.916666666666667,0.583333333333333,1,344,24075,Comprehensive Support and Improvement,2,119.8,180.2,162.7,77.8,122,63.8,59.6,58.8,56.2
320800011537,BRONX ARENA HIGH SCHOOL,2019,32080001,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,32,BRONX,14,1,0.285714285714286,1,146,23538,Comprehensive Support and Improvement,1,73,94.6,156.8,51.4,86.8,16.4,29.4,26.8,44.9
320900011227,BRONX COLLELGIATE ACADEMY,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,37,0.675675675675676,0.378378378378378,1,389,19943,Good Standing,3,150,199.4,188.4,93,145,86.5,73.7,69.9,64.7
320900011250,EXIMIUS COLLEGE PREPARATORY ACADEMY,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,34,0.882352941176471,0.441176470588235,1,423,14845,Good Standing,2,159.3,186.1,176.3,91.2,143.4,81.6,88.1,89.5,93.2
320900011252,MOTT HALL BRONX HIGH SCHOOL,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,30,0.9,0.4,1,376,14940,Good Standing,3,160.7,177,174.5,84.7,140.2,81.4,81.8,83.5,80.4
320900011260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,36,0.916666666666667,0.25,1,449,15102,Good Standing,4,209.3,231.4,205.9,147.1,190.3,91.2,93.6,94.6,95.1
320900011263,VALIDUS PREPARATORY ACADEMY,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,28,0.892857142857143,0.25,1,358,17385,Comprehensive Support and Improvement,3,157.7,178,178,71.4,135.7,63.7,74.3,76.6,82.5
320900011297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,40,0.85,0.35,1,399,20037,Good Standing,3,128.9,175.7,159.9,88.2,127.4,73.3,74,79.4,69.4
320900011329,DREAMYARD PREPARATORY SCHOOL,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,26,0.807692307692308,0.384615384615385,1,275,19297,Good Standing,3,159.6,188.3,171.3,91.5,142.7,53.9,62.7,74.4,59.7
320900011365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,24,0.958333333333333,0.666666666666667,1,318,15360,Good Standing,4,148.6,209.6,199.3,113,154.8,96,95.5,97.4,93.2
320900011404,SCHOOL FOR EXCELLENCE,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,29,0.793103448275862,0.241379310344828,1,290,20754,Comprehensive Support and Improvement,1,124.7,159.7,150.6,75.3,117.9,67.9,65.6,61.3,67.5
320900011413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,35,0.971428571428571,0.257142857142857,1,422,17380,Good Standing,1,142.3,205.1,188.5,101.3,145.9,76.5,88.9,93.9,96.2
320900011505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,66,0.848484848484849,0.333333333333333,1,754,15511,Good Standing,2,181.9,201.3,188.8,115.9,163.6,86.4,86.3,86.7,85.9
320900011525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,46,0.978260869565217,0.565217391304348,1,544,17925,Good Standing,2,115.5,158.8,159.3,74.3,116.3,62.9,65,63,69.1
320900011543,HIGH SCHOOL FOR VIOLIN AND DANCE,2019,32090001,NEW YORK CITY GEOGRAPHIC DISTRICT # 9,32,BRONX,28,0.642857142857143,0.357142857142857,1,222,18444,Good Standing,1,135.6,175.6,171.1,88.9,132.4,69.4,70.4,67.5,74.2
321000010225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,50,0.94,0.34,1,548,17288,Good Standing,3,140.5,188,181,105.1,143,75,82.7,82.4,90.8
321000010368,IN-TECH ACADEMY (MS/HS 368),2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,76,0.789473684210526,0.184210526315789,1,1016,14909,Good Standing,3,181.4,208.8,199.5,112.7,165.6,76.7,86.7,93.1,90.4
321000011141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,97,0.958762886597938,0.195876288659794,1,1527,12496,Good Standing,4,180.4,220.3,200,133.9,173.7,88.5,91.5,93.6,92.5
321000011237,"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED HLTH PROF",2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,43,0.767441860465116,0.325581395348837,1,429,15892,Good Standing,3,117,164.2,162.8,77.1,119.1,65.9,73.8,70.2,85.3
321000011243,WEST BRONX ACADEMY FOR THE FUTURE,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,66,0.727272727272727,0.272727272727273,1,613,16273,Good Standing,1,143.3,172.4,164.9,86.6,132.4,84.4,87.5,87.3,90.9
321000011268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,34,0.941176470588235,0.323529411764706,1,486,15668,Good Standing,3,95,168.3,164.2,92.9,117.8,51.7,57,61,58.2
321000011284,BRONX SCHOOL OF LAW AND FINANCE,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,32,0.84375,0.25,1,360,17880,Good Standing,2,121.4,143.7,150.8,83.3,117.7,79,76.7,77.2,73.9
321000011342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,46,0.869565217391304,0.260869565217391,1,517,16727,Good Standing,1,104.7,201.6,167.9,96.3,126.7,72.8,78.4,83.9,78.6
321000011374,KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIGH SCHOOL,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,45,0.822222222222222,0.266666666666667,1,468,14787,Good Standing,3,181.8,204.1,192.3,108.2,162.1,92.1,92.5,92,93.4
321000011434,BELMONT PREPARATORY HIGH SCHOOL,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,39,0.743589743589744,0.102564102564103,1,391,16619,Good Standing,2,173.8,207.9,195.1,97.6,156.9,87.9,93.7,98,95.3
321000011437,FORDHAM HIGH SCHOOL FOR THE ARTS,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,43,0.720930232558139,0.558139534883721,1,321,17689,Good Standing,4,198.4,226.2,205.7,139.3,183.4,96.6,97.1,96,98.7
321000011439,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICE,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,40,0.825,0.175,1,406,18135,Good Standing,4,175.6,202.4,195.7,108.5,160.7,91.7,87,87.1,82.1
321000011440,DEWITT CLINTON HIGH SCHOOL,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,88,0.863636363636364,0.636363636363636,1,1110,16956,Good Standing,3,138.3,183.8,177,98.6,138.7,68.6,63.8,59.7,63.2
321000011442,CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC (THE),2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,37,0.810810810810811,0.243243243243243,1,423,17316,Good Standing,2,161.7,215.4,193.1,103.2,155.1,94.7,95.2,95.2,95.6
321000011546,BRONX THEATRE HIGH SCHOOL,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,35,0.771428571428571,0.371428571428571,1,353,15200,Good Standing,2,126.7,160.3,171.2,90.4,128.2,80.6,73.6,66.7,73.6
321000011549,DISCOVERY HIGH SCHOOL,2019,32100001,NEW YORK CITY GEOGRAPHIC DISTRICT #10,32,BRONX,33,1,0.333333333333333,1,491,14627,Good Standing,1,141.4,200,181.1,118.9,149.2,85.3,83.3,82.1,82.5
321100011249,BRONX HEALTH SCIENCES HIGH SCHOOL,2019,32110001,NEW YORK CITY GEOGRAPHIC DISTRICT #11,32,BRONX,19,1.05263157894737,0.210526315789474,1,297,13765,Good Standing,1,177.2,217.4,203.3,119.6,168.3,94.3,95.2,96.4,94.8
321100011253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,2019,32110001,NEW YORK CITY GEOGRAPHIC DISTRICT #11,32,BRONX,30,0.766666666666667,0.4,1,317,17072,Good Standing,3,118.4,172.8,169.6,81,123.4,64.4,70.1,75,70.8
321100011275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,2019,32110001,NEW YORK CITY GEOGRAPHIC DISTRICT #11,32,BRONX,47,0.74468085106383,0.276595744680851,1,538,16963,Good Standing,4,163.6,211.7,187.9,95.8,151.7,75.2,78.6,71.8,88.9
321100011288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,2019,32110001,NEW YORK CITY GEOGRAPHIC DISTRICT #11,32,BRONX,45,0.733333333333333,0.311111111111111,1,609,12319,Good Standing,4,199,211.7,207.7,130.3,179.4,87.1,88.8,90.5,88.9
321100011290,BRONX ACADEMY OF HEALTH CAREERS,2019,32110001,NEW YORK CITY GEOGRAPHIC DISTRICT #11,32,BRONX,31,0.838709677419355,0.290322580645161,1,361,15983,Good Standing,3,135,176.3,158.8,73.8,124.5,74.7,80.1,82.5,83
321100011299,ASTOR COLLEGIATE ACADEMY,2019,32110001,NEW YORK CITY GEOGRAPHIC DISTRICT #11,32,BRONX,40,0.75,0.425,1,502,13486,Good Standing,1,131.6,182.5,174.8,92.7,133.9,73.1,81.3,85.5,85.4
321100011418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2019,32110001,NEW YORK CITY GEOGRAPHIC DISTRICT #11,32,BRONX,43,0.744186046511628,0.255813953488372,1,472,17122,Good Standing,2,136.5,188.5,181.5,89,136.4,72.3,74.3,76.4,74.1
321100011509,HIGH SCHOOL FOR LANGUAGE AND INNOVATION,2019,32110001,NEW YORK CITY GEOGRAPHIC DISTRICT #11,32,BRONX,32,0.9375,0.46875,1,369,18308,Good Standing,3,110.6,200.6,182.4,121.2,140.1,74.1,77.7,85.3,73.8
